Game Number,AI1 [RANDOM] Wins,AI1 [RANDOM] Losses,AI1 [RANDOM] Draws,AI1 [RANDOM] Win Percentage,AI1 [RANDOM] Cumulative Game Reward,AI1 [RANDOM] Reward/Game Average,AI2 [QL] Wins,AI2 [QL] Losses,AI2 [QL] Draws,AI2 [QL] Win Percentage,AI2 [QL] Cumulative Game Reward,AI2 [QL] Reward/Game Average
2263,308,1947,8,0.136,-378100,-167.079,1947,308,8,0.86,378100,167.079
2264,308,1948,8,0.136,-378300,-167.094,1948,308,8,0.86,378300,167.094
2265,308,1949,8,0.136,-378500,-167.108,1949,308,8,0.86,378500,167.108
2266,308,1950,8,0.136,-378900,-167.211,1950,308,8,0.861,378900,167.211
2267,308,1951,8,0.136,-379000,-167.181,1951,308,8,0.861,379000,167.181
2268,308,1952,8,0.136,-379100,-167.152,1952,308,8,0.861,379100,167.152
2269,308,1953,8,0.136,-379200,-167.122,1953,308,8,0.861,379200,167.122
2270,308,1954,8,0.136,-379600,-167.225,1954,308,8,0.861,379600,167.225
2271,308,1955,8,0.136,-379700,-167.195,1955,308,8,0.861,379700,167.195
2272,308,1956,8,0.136,-379800,-167.165,1956,308,8,0.861,379800,167.165
2273,308,1957,8,0.136,-380000,-167.18,1957,308,8,0.861,380000,167.18
2274,308,1958,8,0.135,-380100,-167.15,1958,308,8,0.861,380100,167.15
2275,308,1959,8,0.135,-380500,-167.253,1959,308,8,0.861,380500,167.253
2276,308,1960,8,0.135,-380700,-167.267,1960,308,8,0.861,380700,167.267
2277,308,1961,8,0.135,-381100,-167.369,1961,308,8,0.861,381100,167.369
2278,308,1962,8,0.135,-381300,-167.384,1962,308,8,0.861,381300,167.384
2279,308,1963,8,0.135,-381500,-167.398,1963,308,8,0.861,381500,167.398
2280,308,1964,8,0.135,-381700,-167.412,1964,308,8,0.861,381700,167.412
2281,308,1965,8,0.135,-382000,-167.47,1965,308,8,0.861,382000,167.47
2282,308,1966,8,0.135,-382100,-167.441,1966,308,8,0.862,382100,167.441
2283,309,1966,8,0.135,-381700,-167.192,1966,309,8,0.861,381700,167.192
2284,309,1967,8,0.135,-382100,-167.294,1967,309,8,0.861,382100,167.294
2285,309,1968,8,0.135,-382300,-167.309,1968,309,8,0.861,382300,167.309
2286,309,1969,8,0.135,-382700,-167.41,1969,309,8,0.861,382700,167.41
2287,309,1970,8,0.135,-382900,-167.425,1970,309,8,0.861,382900,167.425
2288,309,1971,8,0.135,-383400,-167.57,1971,309,8,0.861,383400,167.57
2289,309,1972,8,0.135,-383600,-167.584,1972,309,8,0.862,383600,167.584
2290,309,1973,8,0.135,-383900,-167.642,1973,309,8,0.862,383900,167.642
2291,309,1974,8,0.135,-384100,-167.656,1974,309,8,0.862,384100,167.656
2292,309,1975,8,0.135,-384300,-167.67,1975,309,8,0.862,384300,167.67
2293,309,1976,8,0.135,-384500,-167.684,1976,309,8,0.862,384500,167.684
2294,309,1977,8,0.135,-384600,-167.655,1977,309,8,0.862,384600,167.655
2295,309,1978,8,0.135,-384800,-167.669,1978,309,8,0.862,384800,167.669
2296,309,1979,8,0.135,-385000,-167.683,1979,309,8,0.862,385000,167.683
2297,309,1980,8,0.135,-385200,-167.697,1980,309,8,0.862,385200,167.697
2298,309,1981,8,0.134,-385600,-167.798,1981,309,8,0.862,385600,167.798
2299,309,1982,8,0.134,-386000,-167.899,1982,309,8,0.862,386000,167.899
2300,309,1983,8,0.134,-386300,-167.957,1983,309,8,0.862,386300,167.957
2301,309,1984,8,0.134,-386400,-167.927,1984,309,8,0.862,386400,167.927
2302,309,1985,8,0.134,-386700,-167.984,1985,309,8,0.862,386700,167.984
2303,309,1986,8,0.134,-387000,-168.042,1986,309,8,0.862,387000,168.042
2304,309,1987,8,0.134,-387200,-168.056,1987,309,8,0.862,387200,168.056
2305,309,1988,8,0.134,-387400,-168.069,1988,309,8,0.862,387400,168.069
2306,309,1989,8,0.134,-387700,-168.127,1989,309,8,0.863,387700,168.127
2307,309,1990,8,0.134,-387900,-168.14,1990,309,8,0.863,387900,168.14
2308,309,1991,8,0.134,-388000,-168.111,1991,309,8,0.863,388000,168.111
2309,309,1992,8,0.134,-388400,-168.211,1992,309,8,0.863,388400,168.211
2310,309,1993,8,0.134,-388600,-168.225,1993,309,8,0.863,388600,168.225
2311,309,1994,8,0.134,-388800,-168.239,1994,309,8,0.863,388800,168.239
2312,309,1995,8,0.134,-389000,-168.253,1995,309,8,0.863,389000,168.253
2313,309,1996,8,0.134,-389200,-168.266,1996,309,8,0.863,389200,168.266
2314,309,1997,8,0.134,-389400,-168.28,1997,309,8,0.863,389400,168.28
2315,309,1998,8,0.133,-389600,-168.294,1998,309,8,0.863,389600,168.294
2316,309,1999,8,0.133,-390000,-168.394,1999,309,8,0.863,390000,168.394
2317,309,2000,8,0.133,-390100,-168.364,2000,309,8,0.863,390100,168.364
2318,309,2001,8,0.133,-390400,-168.421,2001,309,8,0.863,390400,168.421
2319,309,2002,8,0.133,-390600,-168.435,2002,309,8,0.863,390600,168.435
2320,309,2003,8,0.133,-391000,-168.534,2003,309,8,0.863,391000,168.534
2321,309,2004,8,0.133,-391200,-168.548,2004,309,8,0.863,391200,168.548
2322,309,2005,8,0.133,-391500,-168.605,2005,309,8,0.863,391500,168.605
2323,309,2006,8,0.133,-391600,-168.575,2006,309,8,0.864,391600,168.575
2324,309,2007,8,0.133,-391700,-168.546,2007,309,8,0.864,391700,168.546
2325,309,2008,8,0.133,-392100,-168.645,2008,309,8,0.864,392100,168.645
2326,309,2009,8,0.133,-392300,-168.659,2009,309,8,0.864,392300,168.659
2327,309,2010,8,0.133,-392600,-168.715,2010,309,8,0.864,392600,168.715
2328,309,2011,8,0.133,-392800,-168.729,2011,309,8,0.864,392800,168.729
2329,309,2012,8,0.133,-393000,-168.742,2012,309,8,0.864,393000,168.742
2330,309,2013,8,0.133,-393100,-168.712,2013,309,8,0.864,393100,168.712
2331,309,2014,8,0.133,-393300,-168.726,2014,309,8,0.864,393300,168.726
2332,309,2015,8,0.133,-393700,-168.825,2015,309,8,0.864,393700,168.825
2333,309,2016,8,0.132,-394000,-168.881,2016,309,8,0.864,394000,168.881
2334,309,2017,8,0.132,-394400,-168.98,2017,309,8,0.864,394400,168.98
2335,309,2018,8,0.132,-394700,-169.036,2018,309,8,0.864,394700,169.036
2336,309,2019,8,0.132,-395100,-169.135,2019,309,8,0.864,395100,169.135
2337,309,2020,8,0.132,-395400,-169.191,2020,309,8,0.864,395400,169.191
2338,309,2021,8,0.132,-395500,-169.162,2021,309,8,0.864,395500,169.162
2339,309,2022,8,0.132,-395700,-169.175,2022,309,8,0.864,395700,169.175
2340,309,2023,8,0.132,-395900,-169.188,2023,309,8,0.865,395900,169.188
2341,309,2024,8,0.132,-396100,-169.201,2024,309,8,0.865,396100,169.201
2342,309,2025,8,0.132,-396300,-169.214,2025,309,8,0.865,396300,169.214
2343,309,2026,8,0.132,-396500,-169.227,2026,309,8,0.865,396500,169.227
2344,310,2026,8,0.132,-396200,-169.027,2026,310,8,0.864,396200,169.027
2345,310,2027,8,0.132,-396400,-169.041,2027,310,8,0.864,396400,169.041
2346,310,2028,8,0.132,-396700,-169.096,2028,310,8,0.864,396700,169.096
2347,310,2029,8,0.132,-396900,-169.11,2029,310,8,0.865,396900,169.11
2348,310,2030,8,0.132,-397100,-169.123,2030,310,8,0.865,397100,169.123
2349,310,2031,8,0.132,-397500,-169.221,2031,310,8,0.865,397500,169.221
2350,310,2032,8,0.132,-397700,-169.234,2032,310,8,0.865,397700,169.234
2351,310,2033,8,0.132,-398000,-169.29,2033,310,8,0.865,398000,169.29
2352,310,2034,8,0.132,-398200,-169.303,2034,310,8,0.865,398200,169.303
2353,310,2035,8,0.132,-398400,-169.316,2035,310,8,0.865,398400,169.316
2354,310,2036,8,0.132,-398500,-169.286,2036,310,8,0.865,398500,169.286
2355,310,2037,8,0.132,-398600,-169.257,2037,310,8,0.865,398600,169.257
2356,310,2038,8,0.132,-399000,-169.355,2038,310,8,0.865,399000,169.355
2357,310,2039,8,0.132,-399200,-169.368,2039,310,8,0.865,399200,169.368
2358,310,2040,8,0.131,-399400,-169.381,2040,310,8,0.865,399400,169.381
2359,310,2041,8,0.131,-399700,-169.436,2041,310,8,0.865,399700,169.436
2360,310,2042,8,0.131,-399900,-169.449,2042,310,8,0.865,399900,169.449
2361,310,2043,8,0.131,-400100,-169.462,2043,310,8,0.865,400100,169.462
2362,310,2044,8,0.131,-400300,-169.475,2044,310,8,0.865,400300,169.475
2363,310,2045,8,0.131,-400700,-169.573,2045,310,8,0.865,400700,169.573
2364,311,2045,8,0.132,-400400,-169.374,2045,311,8,0.865,400400,169.374
2365,311,2046,8,0.132,-400800,-169.471,2046,311,8,0.865,400800,169.471
2366,311,2047,8,0.131,-400900,-169.442,2047,311,8,0.865,400900,169.442
2367,311,2048,8,0.131,-401100,-169.455,2048,311,8,0.865,401100,169.455
2368,311,2049,8,0.131,-401500,-169.552,2049,311,8,0.865,401500,169.552
2369,311,2050,8,0.131,-401700,-169.565,2050,311,8,0.865,401700,169.565
2370,311,2051,8,0.131,-401900,-169.578,2051,311,8,0.865,401900,169.578
2371,311,2052,8,0.131,-402100,-169.591,2052,311,8,0.865,402100,169.591
2372,311,2053,8,0.131,-402300,-169.604,2053,311,8,0.866,402300,169.604
2373,311,2054,8,0.131,-402500,-169.617,2054,311,8,0.866,402500,169.617
2374,312,2054,8,0.131,-401900,-169.292,2054,312,8,0.865,401900,169.292
2375,312,2054,9,0.131,-401900,-169.221,2054,312,9,0.865,401900,169.221
2376,312,2055,9,0.131,-402100,-169.234,2055,312,9,0.865,402100,169.234
2377,312,2056,9,0.131,-402400,-169.289,2056,312,9,0.865,402400,169.289
2378,312,2057,9,0.131,-402600,-169.302,2057,312,9,0.865,402600,169.302
2379,312,2058,9,0.131,-403000,-169.399,2058,312,9,0.865,403000,169.399
2380,312,2059,9,0.131,-403300,-169.454,2059,312,9,0.865,403300,169.454
2381,312,2060,9,0.131,-403700,-169.551,2060,312,9,0.865,403700,169.551
2382,312,2061,9,0.131,-403900,-169.563,2061,312,9,0.865,403900,169.563
2383,312,2062,9,0.131,-404100,-169.576,2062,312,9,0.865,404100,169.576
2384,312,2063,9,0.131,-404300,-169.589,2063,312,9,0.865,404300,169.589
2385,312,2064,9,0.131,-404500,-169.602,2064,312,9,0.865,404500,169.602
2386,312,2065,9,0.131,-404900,-169.698,2065,312,9,0.865,404900,169.698
2387,312,2066,9,0.131,-405100,-169.711,2066,312,9,0.866,405100,169.711
2388,312,2067,9,0.131,-405700,-169.891,2067,312,9,0.866,405700,169.891
2389,312,2068,9,0.131,-405900,-169.904,2068,312,9,0.866,405900,169.904
2390,312,2069,9,0.131,-406300,-170,2069,312,9,0.866,406300,170
2391,312,2070,9,0.13,-406500,-170.013,2070,312,9,0.866,406500,170.013
2392,312,2071,9,0.13,-406700,-170.025,2071,312,9,0.866,406700,170.025
2393,312,2072,9,0.13,-407300,-170.205,2072,312,9,0.866,407300,170.205
2394,312,2073,9,0.13,-407500,-170.217,2073,312,9,0.866,407500,170.217
2395,312,2074,9,0.13,-407600,-170.188,2074,312,9,0.866,407600,170.188
2396,312,2075,9,0.13,-408000,-170.284,2075,312,9,0.866,408000,170.284
2397,312,2076,9,0.13,-408200,-170.296,2076,312,9,0.866,408200,170.296
2398,312,2077,9,0.13,-408600,-170.392,2077,312,9,0.866,408600,170.392
2399,312,2078,9,0.13,-409000,-170.488,2078,312,9,0.866,409000,170.488
2400,312,2079,9,0.13,-409200,-170.5,2079,312,9,0.866,409200,170.5
2401,312,2080,9,0.13,-409600,-170.596,2080,312,9,0.866,409600,170.596
2402,313,2080,9,0.13,-409400,-170.441,2080,313,9,0.866,409400,170.441
2403,313,2081,9,0.13,-409600,-170.454,2081,313,9,0.866,409600,170.454
2404,313,2082,9,0.13,-409900,-170.507,2082,313,9,0.866,409900,170.507
2405,313,2083,9,0.13,-410200,-170.561,2083,313,9,0.866,410200,170.561
2406,313,2084,9,0.13,-410500,-170.615,2084,313,9,0.866,410500,170.615
2407,313,2085,9,0.13,-410600,-170.586,2085,313,9,0.866,410600,170.586
2408,313,2086,9,0.13,-410800,-170.598,2086,313,9,0.866,410800,170.598
2409,313,2087,9,0.13,-411000,-170.61,2087,313,9,0.866,411000,170.61
2410,313,2088,9,0.13,-411100,-170.581,2088,313,9,0.866,411100,170.581
2411,313,2089,9,0.13,-411300,-170.593,2089,313,9,0.866,411300,170.593
2412,313,2090,9,0.13,-411500,-170.605,2090,313,9,0.867,411500,170.605
2413,313,2091,9,0.13,-411700,-170.617,2091,313,9,0.867,411700,170.617
2414,313,2092,9,0.13,-412100,-170.713,2092,313,9,0.867,412100,170.713
2415,313,2093,9,0.13,-412300,-170.725,2093,313,9,0.867,412300,170.725
2416,313,2094,9,0.13,-412700,-170.82,2094,313,9,0.867,412700,170.82
2417,313,2095,9,0.129,-413100,-170.914,2095,313,9,0.867,413100,170.914
2418,313,2095,10,0.129,-413100,-170.844,2095,313,10,0.866,413100,170.844
2419,313,2096,10,0.129,-413300,-170.856,2096,313,10,0.866,413300,170.856
2420,313,2097,10,0.129,-413500,-170.868,2097,313,10,0.867,413500,170.868
2421,314,2097,10,0.13,-413300,-170.715,2097,314,10,0.866,413300,170.715
2422,314,2098,10,0.13,-413500,-170.727,2098,314,10,0.866,413500,170.727
2423,314,2099,10,0.13,-413800,-170.78,2099,314,10,0.866,413800,170.78
2424,314,2100,10,0.13,-414200,-170.875,2100,314,10,0.866,414200,170.875
2425,314,2101,10,0.129,-414800,-171.052,2101,314,10,0.866,414800,171.052
2426,315,2101,10,0.13,-414600,-170.899,2101,315,10,0.866,414600,170.899
2427,315,2102,10,0.13,-415000,-170.993,2102,315,10,0.866,415000,170.993
2428,315,2103,10,0.13,-415300,-171.046,2103,315,10,0.866,415300,171.046
2429,315,2104,10,0.13,-415500,-171.058,2104,315,10,0.866,415500,171.058
2430,315,2105,10,0.13,-415700,-171.07,2105,315,10,0.866,415700,171.07
2431,315,2105,11,0.13,-415700,-171,2105,315,11,0.866,415700,171
2432,315,2106,11,0.13,-415800,-170.97,2106,315,11,0.866,415800,170.97
2433,315,2107,11,0.129,-416000,-170.982,2107,315,11,0.866,416000,170.982
2434,315,2108,11,0.129,-416200,-170.994,2108,315,11,0.866,416200,170.994
2435,315,2109,11,0.129,-416500,-171.047,2109,315,11,0.866,416500,171.047
2436,315,2110,11,0.129,-416700,-171.059,2110,315,11,0.866,416700,171.059
2437,315,2111,11,0.129,-416800,-171.03,2111,315,11,0.866,416800,171.03
2438,315,2112,11,0.129,-416900,-171.001,2112,315,11,0.866,416900,171.001
2439,315,2113,11,0.129,-417100,-171.013,2113,315,11,0.866,417100,171.013
2440,315,2114,11,0.129,-417500,-171.107,2114,315,11,0.866,417500,171.107
2441,315,2115,11,0.129,-417800,-171.159,2115,315,11,0.866,417800,171.159
2442,315,2116,11,0.129,-417900,-171.13,2116,315,11,0.867,417900,171.13
2443,315,2117,11,0.129,-418300,-171.224,2117,315,11,0.867,418300,171.224
2444,315,2118,11,0.129,-418600,-171.277,2118,315,11,0.867,418600,171.277
2445,315,2119,11,0.129,-418700,-171.247,2119,315,11,0.867,418700,171.247
2446,315,2120,11,0.129,-418900,-171.259,2120,315,11,0.867,418900,171.259
2447,315,2121,11,0.129,-419100,-171.271,2121,315,11,0.867,419100,171.271
2448,315,2122,11,0.129,-419300,-171.283,2122,315,11,0.867,419300,171.283
2449,315,2123,11,0.129,-419500,-171.294,2123,315,11,0.867,419500,171.294
2450,315,2124,11,0.129,-419700,-171.306,2124,315,11,0.867,419700,171.306
2451,315,2125,11,0.129,-419800,-171.277,2125,315,11,0.867,419800,171.277
2452,316,2125,11,0.129,-419400,-171.044,2125,316,11,0.867,419400,171.044
2453,316,2126,11,0.129,-419600,-171.056,2126,316,11,0.867,419600,171.056
2454,316,2127,11,0.129,-419800,-171.068,2127,316,11,0.867,419800,171.068
2455,316,2128,11,0.129,-420200,-171.161,2128,316,11,0.867,420200,171.161
2456,316,2129,11,0.129,-420400,-171.173,2129,316,11,0.867,420400,171.173
2457,317,2129,11,0.129,-420000,-170.94,2129,317,11,0.867,420000,170.94
2458,318,2129,11,0.129,-419800,-170.789,2129,318,11,0.866,419800,170.789
2459,318,2130,11,0.129,-420000,-170.801,2130,318,11,0.866,420000,170.801
2460,318,2131,11,0.129,-420400,-170.894,2131,318,11,0.866,420400,170.894
2461,318,2132,11,0.129,-420800,-170.987,2132,318,11,0.866,420800,170.987
2462,318,2133,11,0.129,-420900,-170.959,2133,318,11,0.866,420900,170.959
2463,318,2134,11,0.129,-421100,-170.97,2134,318,11,0.866,421100,170.97
2464,318,2135,11,0.129,-421400,-171.023,2135,318,11,0.866,421400,171.023
2465,318,2136,11,0.129,-421600,-171.034,2136,318,11,0.867,421600,171.034
2466,318,2137,11,0.129,-421800,-171.046,2137,318,11,0.867,421800,171.046
2467,318,2138,11,0.129,-422100,-171.099,2138,318,11,0.867,422100,171.099
2468,318,2139,11,0.129,-422500,-171.191,2139,318,11,0.867,422500,171.191
2469,318,2140,11,0.129,-422800,-171.243,2140,318,11,0.867,422800,171.243
2470,318,2141,11,0.129,-423100,-171.296,2141,318,11,0.867,423100,171.296
2471,318,2142,11,0.129,-423500,-171.388,2142,318,11,0.867,423500,171.388
2472,318,2143,11,0.129,-423600,-171.359,2143,318,11,0.867,423600,171.359
2473,318,2144,11,0.129,-423800,-171.371,2144,318,11,0.867,423800,171.371
2474,318,2145,11,0.129,-423900,-171.342,2145,318,11,0.867,423900,171.342
2475,318,2146,11,0.128,-424200,-171.394,2146,318,11,0.867,424200,171.394
2476,318,2147,11,0.128,-424600,-171.486,2147,318,11,0.867,424600,171.486
2477,318,2148,11,0.128,-424700,-171.457,2148,318,11,0.867,424700,171.457
2478,318,2149,11,0.128,-425000,-171.509,2149,318,11,0.867,425000,171.509
2479,318,2150,11,0.128,-425400,-171.601,2150,318,11,0.867,425400,171.601
2480,318,2151,11,0.128,-425600,-171.613,2151,318,11,0.867,425600,171.613
2481,318,2152,11,0.128,-425800,-171.624,2152,318,11,0.867,425800,171.624
2482,318,2153,11,0.128,-425900,-171.595,2153,318,11,0.867,425900,171.595
2483,318,2154,11,0.128,-426300,-171.687,2154,318,11,0.867,426300,171.687
2484,318,2155,11,0.128,-426600,-171.739,2155,318,11,0.868,426600,171.739
2485,318,2156,11,0.128,-426700,-171.71,2156,318,11,0.868,426700,171.71
2486,318,2157,11,0.128,-426800,-171.681,2157,318,11,0.868,426800,171.681
2487,318,2158,11,0.128,-427000,-171.693,2158,318,11,0.868,427000,171.693
2488,319,2158,11,0.128,-426600,-171.463,2158,319,11,0.867,426600,171.463
2489,319,2159,11,0.128,-426700,-171.434,2159,319,11,0.867,426700,171.434
2490,319,2160,11,0.128,-426900,-171.446,2160,319,11,0.867,426900,171.446
2491,319,2161,11,0.128,-427100,-171.457,2161,319,11,0.868,427100,171.457
2492,320,2161,11,0.128,-426700,-171.228,2161,320,11,0.867,426700,171.228
2493,320,2162,11,0.128,-426900,-171.239,2162,320,11,0.867,426900,171.239
2494,320,2163,11,0.128,-427300,-171.331,2163,320,11,0.867,427300,171.331
2495,320,2164,11,0.128,-427700,-171.423,2164,320,11,0.867,427700,171.423
2496,320,2165,11,0.128,-428000,-171.474,2165,320,11,0.867,428000,171.474
2497,320,2166,11,0.128,-428400,-171.566,2166,320,11,0.867,428400,171.566
2498,320,2167,11,0.128,-428600,-171.577,2167,320,11,0.867,428600,171.577
2499,320,2168,11,0.128,-428700,-171.549,2168,320,11,0.868,428700,171.549
2500,320,2169,11,0.128,-428900,-171.56,2169,320,11,0.868,428900,171.56
2501,320,2170,11,0.128,-429100,-171.571,2170,320,11,0.868,429100,171.571
2502,320,2171,11,0.128,-429300,-171.583,2171,320,11,0.868,429300,171.583
2503,320,2172,11,0.128,-429700,-171.674,2172,320,11,0.868,429700,171.674
2504,320,2173,11,0.128,-429900,-171.685,2173,320,11,0.868,429900,171.685
2505,320,2174,11,0.128,-430300,-171.776,2174,320,11,0.868,430300,171.776
2506,320,2175,11,0.128,-430700,-171.868,2175,320,11,0.868,430700,171.868
2507,320,2176,11,0.128,-431000,-171.919,2176,320,11,0.868,431000,171.919
2508,320,2177,11,0.128,-431100,-171.89,2177,320,11,0.868,431100,171.89
2509,320,2178,11,0.128,-431200,-171.861,2178,320,11,0.868,431200,171.861
2510,320,2179,11,0.127,-431500,-171.912,2179,320,11,0.868,431500,171.912
2511,320,2180,11,0.127,-431700,-171.924,2180,320,11,0.868,431700,171.924
2512,320,2181,11,0.127,-431900,-171.935,2181,320,11,0.868,431900,171.935
2513,320,2182,11,0.127,-432200,-171.986,2182,320,11,0.868,432200,171.986
2514,320,2183,11,0.127,-432300,-171.957,2183,320,11,0.868,432300,171.957
2515,320,2184,11,0.127,-432500,-171.968,2184,320,11,0.868,432500,171.968
2516,320,2185,11,0.127,-432700,-171.979,2185,320,11,0.868,432700,171.979
2517,320,2186,11,0.127,-432800,-171.951,2186,320,11,0.868,432800,171.951
2518,320,2187,11,0.127,-433000,-171.962,2187,320,11,0.869,433000,171.962
2519,320,2188,11,0.127,-433300,-172.013,2188,320,11,0.869,433300,172.013
2520,320,2189,11,0.127,-433700,-172.103,2189,320,11,0.869,433700,172.103
2521,320,2190,11,0.127,-434100,-172.194,2190,320,11,0.869,434100,172.194
2522,320,2191,11,0.127,-434500,-172.284,2191,320,11,0.869,434500,172.284
2523,320,2192,11,0.127,-434800,-172.335,2192,320,11,0.869,434800,172.335
2524,320,2193,11,0.127,-434900,-172.306,2193,320,11,0.869,434900,172.306
2525,320,2194,11,0.127,-435200,-172.356,2194,320,11,0.869,435200,172.356
2526,320,2195,11,0.127,-435500,-172.407,2195,320,11,0.869,435500,172.407
2527,320,2196,11,0.127,-435800,-172.457,2196,320,11,0.869,435800,172.457
2528,320,2197,11,0.127,-436200,-172.547,2197,320,11,0.869,436200,172.547
2529,320,2198,11,0.127,-436300,-172.519,2198,320,11,0.869,436300,172.519
2530,320,2199,11,0.126,-436700,-172.609,2199,320,11,0.869,436700,172.609
2531,320,2200,11,0.126,-437000,-172.659,2200,320,11,0.869,437000,172.659
2532,320,2201,11,0.126,-437200,-172.67,2201,320,11,0.869,437200,172.67
2533,320,2202,11,0.126,-437400,-172.681,2202,320,11,0.869,437400,172.681
2534,320,2203,11,0.126,-437600,-172.691,2203,320,11,0.869,437600,172.691
2535,320,2204,11,0.126,-437800,-172.702,2204,320,11,0.869,437800,172.702
2536,321,2204,11,0.127,-437400,-172.476,2204,321,11,0.869,437400,172.476
2537,321,2205,11,0.127,-437800,-172.566,2205,321,11,0.869,437800,172.566
2538,321,2206,11,0.126,-438200,-172.656,2206,321,11,0.869,438200,172.656
2539,321,2207,11,0.126,-438500,-172.706,2207,321,11,0.869,438500,172.706
2540,321,2208,11,0.126,-438700,-172.717,2208,321,11,0.869,438700,172.717
2541,321,2209,11,0.126,-438800,-172.688,2209,321,11,0.869,438800,172.688
2542,321,2210,11,0.126,-439200,-172.777,2210,321,11,0.869,439200,172.777
2543,321,2211,11,0.126,-439400,-172.788,2211,321,11,0.869,439400,172.788
2544,321,2212,11,0.126,-439600,-172.799,2212,321,11,0.869,439600,172.799
2545,321,2213,11,0.126,-439800,-172.809,2213,321,11,0.87,439800,172.809
2546,321,2214,11,0.126,-440100,-172.859,2214,321,11,0.87,440100,172.859
2547,321,2215,11,0.126,-440200,-172.831,2215,321,11,0.87,440200,172.831
2548,321,2216,11,0.126,-440400,-172.841,2216,321,11,0.87,440400,172.841
2549,321,2217,11,0.126,-440700,-172.891,2217,321,11,0.87,440700,172.891
2550,321,2218,11,0.126,-440900,-172.902,2218,321,11,0.87,440900,172.902
2551,321,2219,11,0.126,-441200,-172.952,2219,321,11,0.87,441200,172.952
2552,321,2220,11,0.126,-441400,-172.962,2220,321,11,0.87,441400,172.962
2553,321,2221,11,0.126,-441800,-173.051,2221,321,11,0.87,441800,173.051
2554,321,2222,11,0.126,-442000,-173.062,2222,321,11,0.87,442000,173.062
2555,321,2223,11,0.126,-442400,-173.151,2223,321,11,0.87,442400,173.151
2556,321,2224,11,0.126,-442700,-173.2,2224,321,11,0.87,442700,173.2
2557,321,2225,11,0.126,-442900,-173.211,2225,321,11,0.87,442900,173.211
2558,321,2226,11,0.125,-443100,-173.221,2226,321,11,0.87,443100,173.221
2559,321,2227,11,0.125,-443200,-173.193,2227,321,11,0.87,443200,173.193
2560,321,2228,11,0.125,-443400,-173.203,2228,321,11,0.87,443400,173.203
2561,321,2229,11,0.125,-443500,-173.175,2229,321,11,0.87,443500,173.175
2562,321,2230,11,0.125,-443700,-173.185,2230,321,11,0.87,443700,173.185
2563,321,2231,11,0.125,-443900,-173.195,2231,321,11,0.87,443900,173.195
2564,322,2231,11,0.126,-443700,-173.05,2231,322,11,0.87,443700,173.05
2565,322,2232,11,0.126,-443900,-173.06,2232,322,11,0.87,443900,173.06
2566,322,2233,11,0.125,-444100,-173.071,2233,322,11,0.87,444100,173.071
2567,322,2234,11,0.125,-444300,-173.081,2234,322,11,0.87,444300,173.081
2568,323,2234,11,0.126,-443900,-172.858,2234,323,11,0.87,443900,172.858
2569,323,2235,11,0.126,-444100,-172.869,2235,323,11,0.87,444100,172.869
2570,323,2236,11,0.126,-444500,-172.957,2236,323,11,0.87,444500,172.957
2571,323,2237,11,0.126,-444700,-172.968,2237,323,11,0.87,444700,172.968
2572,323,2238,11,0.126,-444800,-172.939,2238,323,11,0.87,444800,172.939
2573,323,2239,11,0.126,-445100,-172.989,2239,323,11,0.87,445100,172.989
2574,323,2240,11,0.125,-445200,-172.96,2240,323,11,0.87,445200,172.96
2575,323,2241,11,0.125,-445500,-173.01,2241,323,11,0.87,445500,173.01
2576,323,2242,11,0.125,-445700,-173.02,2242,323,11,0.87,445700,173.02
2577,323,2243,11,0.125,-445900,-173.031,2243,323,11,0.87,445900,173.031
2578,324,2243,11,0.126,-445500,-172.808,2243,324,11,0.87,445500,172.808
2579,324,2244,11,0.126,-445700,-172.819,2244,324,11,0.87,445700,172.819
2580,325,2244,11,0.126,-445300,-172.597,2244,325,11,0.87,445300,172.597
2581,325,2245,11,0.126,-445500,-172.608,2245,325,11,0.87,445500,172.608
2582,325,2246,11,0.126,-445800,-172.657,2246,325,11,0.87,445800,172.657
2583,325,2247,11,0.126,-446000,-172.667,2247,325,11,0.87,446000,172.667
2584,325,2248,11,0.126,-446100,-172.639,2248,325,11,0.87,446100,172.639
2585,325,2249,11,0.126,-446300,-172.65,2249,325,11,0.87,446300,172.65
2586,325,2250,11,0.126,-446400,-172.622,2250,325,11,0.87,446400,172.622
2587,325,2251,11,0.126,-446500,-172.594,2251,325,11,0.87,446500,172.594
2588,325,2252,11,0.126,-446900,-172.682,2252,325,11,0.87,446900,172.682
2589,325,2253,11,0.126,-447100,-172.692,2253,325,11,0.87,447100,172.692
2590,326,2253,11,0.126,-446700,-172.471,2253,326,11,0.87,446700,172.471
2591,326,2254,11,0.126,-447000,-172.52,2254,326,11,0.87,447000,172.52
2592,326,2255,11,0.126,-447400,-172.608,2255,326,11,0.87,447400,172.608
2593,326,2256,11,0.126,-447600,-172.619,2256,326,11,0.87,447600,172.619
2594,326,2257,11,0.126,-448000,-172.706,2257,326,11,0.87,448000,172.706
2595,326,2258,11,0.126,-448200,-172.717,2258,326,11,0.87,448200,172.717
2596,326,2259,11,0.126,-448500,-172.766,2259,326,11,0.87,448500,172.766
2597,326,2260,11,0.126,-448700,-172.776,2260,326,11,0.87,448700,172.776
2598,326,2261,11,0.125,-448900,-172.787,2261,326,11,0.87,448900,172.787
