Game Number,AI1 [NB] Wins,AI1 [NB] Losses,AI1 [NB] Draws,AI1 [NB] Win Percentage,AI1 [NB] Cumulative Game Reward,AI1 [NB] Reward/Game Average,AI2 [QL] Wins,AI2 [QL] Losses,AI2 [QL] Draws,AI2 [QL] Win Percentage,AI2 [QL] Cumulative Game Reward,AI2 [QL] Reward/Game Average
1569,656,854,59,0.418,-23000,-14.659,854,656,59,0.544,23000,14.659
1570,656,855,59,0.418,-23400,-14.904,855,656,59,0.545,23400,14.904
1571,657,855,59,0.418,-23000,-14.64,855,657,59,0.544,23000,14.64
1572,658,855,59,0.419,-22800,-14.504,855,658,59,0.544,22800,14.504
1573,658,856,59,0.418,-23200,-14.749,856,658,59,0.544,23200,14.749
1574,658,857,59,0.418,-23400,-14.867,857,658,59,0.544,23400,14.867
1575,659,857,59,0.418,-23000,-14.603,857,659,59,0.544,23000,14.603
1576,659,858,59,0.418,-23400,-14.848,858,659,59,0.544,23400,14.848
1577,660,858,59,0.419,-23200,-14.711,858,660,59,0.544,23200,14.711
1578,661,858,59,0.419,-22800,-14.449,858,661,59,0.544,22800,14.449
1579,661,859,59,0.419,-23000,-14.566,859,661,59,0.544,23000,14.566
1580,662,859,59,0.419,-22600,-14.304,859,662,59,0.544,22600,14.304
1581,662,860,59,0.419,-22700,-14.358,860,662,59,0.544,22700,14.358
1582,662,861,59,0.418,-22900,-14.475,861,662,59,0.544,22900,14.475
1583,662,862,59,0.418,-23300,-14.719,862,662,59,0.545,23300,14.719
1584,663,862,59,0.419,-23000,-14.52,862,663,59,0.544,23000,14.52
1585,663,863,59,0.418,-23200,-14.637,863,663,59,0.544,23200,14.637
1586,664,863,59,0.419,-22800,-14.376,863,664,59,0.544,22800,14.376
1587,664,864,59,0.418,-23000,-14.493,864,664,59,0.544,23000,14.493
1588,664,865,59,0.418,-23200,-14.61,865,664,59,0.545,23200,14.61
1589,664,866,59,0.418,-23300,-14.663,866,664,59,0.545,23300,14.663
1590,665,866,59,0.418,-22900,-14.403,866,665,59,0.545,22900,14.403
1591,665,867,59,0.418,-23000,-14.456,867,665,59,0.545,23000,14.456
1592,665,868,59,0.418,-23100,-14.51,868,665,59,0.545,23100,14.51
1593,665,869,59,0.417,-23300,-14.626,869,665,59,0.546,23300,14.626
1594,666,869,59,0.418,-22900,-14.366,869,666,59,0.545,22900,14.366
1595,667,869,59,0.418,-22700,-14.232,869,667,59,0.545,22700,14.232
1596,667,870,59,0.418,-22800,-14.286,870,667,59,0.545,22800,14.286
1597,667,871,59,0.418,-23000,-14.402,871,667,59,0.545,23000,14.402
1598,668,871,59,0.418,-22600,-14.143,871,668,59,0.545,22600,14.143
1599,669,871,59,0.418,-22400,-14.009,871,669,59,0.545,22400,14.009
1600,669,872,59,0.418,-22600,-14.125,872,669,59,0.545,22600,14.125
1601,669,873,59,0.418,-23000,-14.366,873,669,59,0.545,23000,14.366
1602,669,873,60,0.418,-23000,-14.357,873,669,60,0.545,23000,14.357
1603,670,873,60,0.418,-22800,-14.223,873,670,60,0.545,22800,14.223
1604,671,873,60,0.418,-22600,-14.09,873,671,60,0.544,22600,14.09
1605,671,874,60,0.418,-22800,-14.206,874,671,60,0.545,22800,14.206
1606,672,874,60,0.418,-22400,-13.948,874,672,60,0.544,22400,13.948
1607,672,875,60,0.418,-22800,-14.188,875,672,60,0.544,22800,14.188
1608,673,875,60,0.419,-22400,-13.93,875,673,60,0.544,22400,13.93
1609,673,876,60,0.418,-22800,-14.17,876,673,60,0.544,22800,14.17
1610,673,877,60,0.418,-23200,-14.41,877,673,60,0.545,23200,14.41
1611,673,878,60,0.418,-23300,-14.463,878,673,60,0.545,23300,14.463
1612,673,879,60,0.417,-23900,-14.826,879,673,60,0.545,23900,14.826
1613,674,879,60,0.418,-23700,-14.693,879,674,60,0.545,23700,14.693
1614,674,880,60,0.418,-23900,-14.808,880,674,60,0.545,23900,14.808
1615,674,881,60,0.417,-24100,-14.923,881,674,60,0.546,24100,14.923
1616,674,882,60,0.417,-24300,-15.037,882,674,60,0.546,24300,15.037
1617,674,883,60,0.417,-24500,-15.152,883,674,60,0.546,24500,15.152
1618,674,884,60,0.417,-24700,-15.266,884,674,60,0.546,24700,15.266
1619,674,885,60,0.416,-25100,-15.503,885,674,60,0.547,25100,15.503
1620,674,886,60,0.416,-25500,-15.741,886,674,60,0.547,25500,15.741
1621,674,887,60,0.416,-25800,-15.916,887,674,60,0.547,25800,15.916
1622,674,888,60,0.416,-26000,-16.03,888,674,60,0.547,26000,16.03
1623,674,889,60,0.415,-26200,-16.143,889,674,60,0.548,26200,16.143
1624,674,890,60,0.415,-26400,-16.256,890,674,60,0.548,26400,16.256
1625,674,891,60,0.415,-26500,-16.308,891,674,60,0.548,26500,16.308
1626,675,891,60,0.415,-26100,-16.052,891,675,60,0.548,26100,16.052
1627,676,891,60,0.415,-25700,-15.796,891,676,60,0.548,25700,15.796
1628,676,892,60,0.415,-26100,-16.032,892,676,60,0.548,26100,16.032
1629,676,893,60,0.415,-26500,-16.268,893,676,60,0.548,26500,16.268
1630,676,894,60,0.415,-26700,-16.38,894,676,60,0.548,26700,16.38
1631,676,895,60,0.414,-26900,-16.493,895,676,60,0.549,26900,16.493
1632,676,896,60,0.414,-27300,-16.728,896,676,60,0.549,27300,16.728
1633,676,896,61,0.414,-27300,-16.718,896,676,61,0.549,27300,16.718
1634,676,897,61,0.414,-27400,-16.769,897,676,61,0.549,27400,16.769
1635,676,898,61,0.413,-27800,-17.003,898,676,61,0.549,27800,17.003
1636,676,899,61,0.413,-28200,-17.237,899,676,61,0.55,28200,17.237
1637,676,900,61,0.413,-28300,-17.288,900,676,61,0.55,28300,17.288
1638,676,901,61,0.413,-28500,-17.399,901,676,61,0.55,28500,17.399
1639,677,901,61,0.413,-28100,-17.145,901,677,61,0.55,28100,17.145
1640,677,902,61,0.413,-28500,-17.378,902,677,61,0.55,28500,17.378
1641,678,902,61,0.413,-28300,-17.246,902,678,61,0.55,28300,17.246
1642,678,902,62,0.413,-28300,-17.235,902,678,62,0.549,28300,17.235
1643,679,902,62,0.413,-27900,-16.981,902,679,62,0.549,27900,16.981
1644,680,902,62,0.414,-27700,-16.849,902,680,62,0.549,27700,16.849
1645,680,903,62,0.413,-27800,-16.9,903,680,62,0.549,27800,16.9
1646,680,904,62,0.413,-28400,-17.254,904,680,62,0.549,28400,17.254
1647,680,905,62,0.413,-28600,-17.365,905,680,62,0.549,28600,17.365
1648,680,906,62,0.413,-28800,-17.476,906,680,62,0.55,28800,17.476
1649,680,907,62,0.412,-29200,-17.708,907,680,62,0.55,29200,17.708
1650,680,908,62,0.412,-29400,-17.818,908,680,62,0.55,29400,17.818
1651,681,908,62,0.412,-29000,-17.565,908,681,62,0.55,29000,17.565
1652,681,909,62,0.412,-29400,-17.797,909,681,62,0.55,29400,17.797
1653,681,910,62,0.412,-29600,-17.907,910,681,62,0.551,29600,17.907
1654,681,911,62,0.412,-29800,-18.017,911,681,62,0.551,29800,18.017
1655,681,911,63,0.411,-29800,-18.006,911,681,63,0.55,29800,18.006
1656,681,912,63,0.411,-30000,-18.116,912,681,63,0.551,30000,18.116
1657,682,912,63,0.412,-29600,-17.864,912,682,63,0.55,29600,17.864
1658,683,912,63,0.412,-29000,-17.491,912,683,63,0.55,29000,17.491
1659,683,913,63,0.412,-29200,-17.601,913,683,63,0.55,29200,17.601
1660,683,913,64,0.411,-29200,-17.59,913,683,64,0.55,29200,17.59
1661,683,914,64,0.411,-29300,-17.64,914,683,64,0.55,29300,17.64
1662,684,914,64,0.412,-28900,-17.389,914,684,64,0.55,28900,17.389
1663,684,915,64,0.411,-29100,-17.498,915,684,64,0.55,29100,17.498
1664,684,916,64,0.411,-29500,-17.728,916,684,64,0.55,29500,17.728
1665,685,916,64,0.411,-29200,-17.538,916,685,64,0.55,29200,17.538
1666,685,917,64,0.411,-29500,-17.707,917,685,64,0.55,29500,17.707
1667,685,918,64,0.411,-29700,-17.816,918,685,64,0.551,29700,17.816
1668,685,919,64,0.411,-30000,-17.986,919,685,64,0.551,30000,17.986
1669,685,920,64,0.41,-30200,-18.095,920,685,64,0.551,30200,18.095
1670,686,920,64,0.411,-29800,-17.844,920,686,64,0.551,29800,17.844
1671,686,920,65,0.411,-29800,-17.834,920,686,65,0.551,29800,17.834
1672,686,921,65,0.41,-29900,-17.883,921,686,65,0.551,29900,17.883
1673,686,922,65,0.41,-30200,-18.051,922,686,65,0.551,30200,18.051
1674,687,922,65,0.41,-29800,-17.802,922,687,65,0.551,29800,17.802
1675,687,922,66,0.41,-29800,-17.791,922,687,66,0.55,29800,17.791
1676,688,922,66,0.411,-29400,-17.542,922,688,66,0.55,29400,17.542
1677,689,922,66,0.411,-29200,-17.412,922,689,66,0.55,29200,17.412
1678,690,922,66,0.411,-29000,-17.282,922,690,66,0.549,29000,17.282
1679,691,922,66,0.412,-28800,-17.153,922,691,66,0.549,28800,17.153
1680,691,923,66,0.411,-29100,-17.321,923,691,66,0.549,29100,17.321
1681,692,923,66,0.412,-28700,-17.073,923,692,66,0.549,28700,17.073
1682,692,924,66,0.411,-29000,-17.241,924,692,66,0.549,29000,17.241
1683,693,924,66,0.412,-28800,-17.112,924,693,66,0.549,28800,17.112
1684,694,924,66,0.412,-28500,-16.924,924,694,66,0.549,28500,16.924
1685,694,925,66,0.412,-29100,-17.27,925,694,66,0.549,29100,17.27
1686,694,926,66,0.412,-29300,-17.378,926,694,66,0.549,29300,17.378
1687,695,926,66,0.412,-28900,-17.131,926,695,66,0.549,28900,17.131
1688,695,927,66,0.412,-29300,-17.358,927,695,66,0.549,29300,17.358
1689,695,928,66,0.411,-29500,-17.466,928,695,66,0.549,29500,17.466
1690,696,928,66,0.412,-29100,-17.219,928,696,66,0.549,29100,17.219
1691,696,929,66,0.412,-29500,-17.445,929,696,66,0.549,29500,17.445
1692,697,929,66,0.412,-29100,-17.199,929,697,66,0.549,29100,17.199
1693,698,929,66,0.412,-28700,-16.952,929,698,66,0.549,28700,16.952
1694,698,930,66,0.412,-29100,-17.178,930,698,66,0.549,29100,17.178
1695,698,931,66,0.412,-29500,-17.404,931,698,66,0.549,29500,17.404
1696,698,931,67,0.412,-29500,-17.394,931,698,67,0.549,29500,17.394
1697,698,932,67,0.411,-29700,-17.501,932,698,67,0.549,29700,17.501
1698,698,933,67,0.411,-29900,-17.609,933,698,67,0.549,29900,17.609
1699,698,934,67,0.411,-30100,-17.716,934,698,67,0.55,30100,17.716
1700,698,935,67,0.411,-30300,-17.824,935,698,67,0.55,30300,17.824
1701,698,936,67,0.41,-30700,-18.048,936,698,67,0.55,30700,18.048
1702,698,937,67,0.41,-30900,-18.155,937,698,67,0.551,30900,18.155
1703,698,938,67,0.41,-31300,-18.379,938,698,67,0.551,31300,18.379
1704,699,938,67,0.41,-30900,-18.134,938,699,67,0.55,30900,18.134
1705,699,939,67,0.41,-31000,-18.182,939,699,67,0.551,31000,18.182
1706,699,940,67,0.41,-31200,-18.288,940,699,67,0.551,31200,18.288
1707,700,940,67,0.41,-30900,-18.102,940,700,67,0.551,30900,18.102
1708,700,941,67,0.41,-31100,-18.208,941,700,67,0.551,31100,18.208
1709,701,941,67,0.41,-30900,-18.081,941,701,67,0.551,30900,18.081
1710,701,942,67,0.41,-31200,-18.246,942,701,67,0.551,31200,18.246
1711,701,943,67,0.41,-31600,-18.469,943,701,67,0.551,31600,18.469
1712,702,943,67,0.41,-31200,-18.224,943,702,67,0.551,31200,18.224
1713,703,943,67,0.41,-31000,-18.097,943,703,67,0.55,31000,18.097
1714,703,944,67,0.41,-31300,-18.261,944,703,67,0.551,31300,18.261
1715,703,945,67,0.41,-31500,-18.367,945,703,67,0.551,31500,18.367
1716,703,946,67,0.41,-31800,-18.531,946,703,67,0.551,31800,18.531
1717,703,947,67,0.409,-32200,-18.754,947,703,67,0.552,32200,18.754
1718,703,948,67,0.409,-32500,-18.917,948,703,67,0.552,32500,18.917
1719,703,949,67,0.409,-32600,-18.965,949,703,67,0.552,32600,18.965
1720,703,950,67,0.409,-32700,-19.012,950,703,67,0.552,32700,19.012
1721,704,950,67,0.409,-32400,-18.826,950,704,67,0.552,32400,18.826
1722,704,951,67,0.409,-32500,-18.873,951,704,67,0.552,32500,18.873
1723,704,952,67,0.409,-32900,-19.095,952,704,67,0.553,32900,19.095
1724,705,952,67,0.409,-32600,-18.91,952,705,67,0.552,32600,18.91
1725,705,953,67,0.409,-32800,-19.014,953,705,67,0.552,32800,19.014
1726,706,953,67,0.409,-32600,-18.888,953,706,67,0.552,32600,18.888
1727,706,954,67,0.409,-32800,-18.992,954,706,67,0.552,32800,18.992
1728,706,955,67,0.409,-33000,-19.097,955,706,67,0.553,33000,19.097
1729,706,956,67,0.408,-33200,-19.202,956,706,67,0.553,33200,19.202
1730,706,957,67,0.408,-33500,-19.364,957,706,67,0.553,33500,19.364
1731,707,957,67,0.408,-33100,-19.122,957,707,67,0.553,33100,19.122
1732,708,957,67,0.409,-32700,-18.88,957,708,67,0.553,32700,18.88
1733,709,957,67,0.409,-32300,-18.638,957,709,67,0.552,32300,18.638
1734,709,958,67,0.409,-32400,-18.685,958,709,67,0.552,32400,18.685
1735,710,958,67,0.409,-32000,-18.444,958,710,67,0.552,32000,18.444
1736,711,958,67,0.41,-31800,-18.318,958,711,67,0.552,31800,18.318
1737,711,959,67,0.409,-32000,-18.423,959,711,67,0.552,32000,18.423
1738,711,960,67,0.409,-32400,-18.642,960,711,67,0.552,32400,18.642
1739,712,960,67,0.409,-32200,-18.516,960,712,67,0.552,32200,18.516
1740,712,961,67,0.409,-32400,-18.621,961,712,67,0.552,32400,18.621
1741,713,961,67,0.41,-32200,-18.495,961,713,67,0.552,32200,18.495
1742,714,961,67,0.41,-31800,-18.255,961,714,67,0.552,31800,18.255
1743,714,962,67,0.41,-32200,-18.474,962,714,67,0.552,32200,18.474
1744,714,963,67,0.409,-32300,-18.521,963,714,67,0.552,32300,18.521
1745,715,963,67,0.41,-31900,-18.281,963,715,67,0.552,31900,18.281
1746,716,963,67,0.41,-31700,-18.156,963,716,67,0.552,31700,18.156
1747,716,963,68,0.41,-31700,-18.145,963,716,68,0.551,31700,18.145
1748,717,963,68,0.41,-31500,-18.021,963,717,68,0.551,31500,18.021
1749,717,964,68,0.41,-31900,-18.239,964,717,68,0.551,31900,18.239
1750,718,964,68,0.41,-31500,-18,964,718,68,0.551,31500,18
1751,718,965,68,0.41,-31700,-18.104,965,718,68,0.551,31700,18.104
1752,719,965,68,0.41,-31300,-17.865,965,719,68,0.551,31300,17.865
1753,719,966,68,0.41,-31500,-17.969,966,719,68,0.551,31500,17.969
1754,719,967,68,0.41,-31700,-18.073,967,719,68,0.551,31700,18.073
1755,719,968,68,0.41,-31900,-18.177,968,719,68,0.552,31900,18.177
1756,719,969,68,0.409,-32000,-18.223,969,719,68,0.552,32000,18.223
1757,720,969,68,0.41,-31600,-17.985,969,720,68,0.552,31600,17.985
1758,720,970,68,0.41,-32000,-18.203,970,720,68,0.552,32000,18.203
1759,721,970,68,0.41,-31600,-17.965,970,721,68,0.551,31600,17.965
1760,721,971,68,0.41,-31700,-18.011,971,721,68,0.552,31700,18.011
1761,722,971,68,0.41,-31300,-17.774,971,722,68,0.551,31300,17.774
1762,722,972,68,0.41,-31700,-17.991,972,722,68,0.552,31700,17.991
1763,722,973,68,0.41,-32100,-18.208,973,722,68,0.552,32100,18.208
1764,722,973,69,0.409,-32100,-18.197,973,722,69,0.552,32100,18.197
1765,722,974,69,0.409,-32300,-18.3,974,722,69,0.552,32300,18.3
1766,722,975,69,0.409,-32700,-18.516,975,722,69,0.552,32700,18.516
1767,723,975,69,0.409,-32300,-18.28,975,723,69,0.552,32300,18.28
1768,723,976,69,0.409,-32700,-18.495,976,723,69,0.552,32700,18.495
1769,723,977,69,0.409,-33100,-18.711,977,723,69,0.552,33100,18.711
1770,723,978,69,0.408,-33300,-18.814,978,723,69,0.553,33300,18.814
1771,723,979,69,0.408,-33700,-19.029,979,723,69,0.553,33700,19.029
1772,723,980,69,0.408,-34100,-19.244,980,723,69,0.553,34100,19.244
1773,724,980,69,0.408,-33700,-19.007,980,724,69,0.553,33700,19.007
1774,724,981,69,0.408,-34100,-19.222,981,724,69,0.553,34100,19.222
1775,724,982,69,0.408,-34300,-19.324,982,724,69,0.553,34300,19.324
1776,724,983,69,0.408,-34500,-19.426,983,724,69,0.553,34500,19.426
1777,725,983,69,0.408,-34300,-19.302,983,725,69,0.553,34300,19.302
1778,726,983,69,0.408,-33900,-19.066,983,726,69,0.553,33900,19.066
1779,727,983,69,0.409,-33500,-18.831,983,727,69,0.553,33500,18.831
1780,728,983,69,0.409,-33200,-18.652,983,728,69,0.552,33200,18.652
1781,729,983,69,0.409,-32800,-18.417,983,729,69,0.552,32800,18.417
1782,730,983,69,0.41,-32600,-18.294,983,730,69,0.552,32600,18.294
1783,730,984,69,0.409,-32800,-18.396,984,730,69,0.552,32800,18.396
1784,730,985,69,0.409,-32900,-18.442,985,730,69,0.552,32900,18.442
1785,730,986,69,0.409,-33100,-18.543,986,730,69,0.552,33100,18.543
1786,730,987,69,0.409,-33300,-18.645,987,730,69,0.553,33300,18.645
1787,730,988,69,0.409,-33400,-18.691,988,730,69,0.553,33400,18.691
1788,731,988,69,0.409,-33200,-18.568,988,731,69,0.553,33200,18.568
1789,731,989,69,0.409,-33600,-18.781,989,731,69,0.553,33600,18.781
1790,731,990,69,0.408,-33800,-18.883,990,731,69,0.553,33800,18.883
1791,732,990,69,0.409,-33600,-18.76,990,732,69,0.553,33600,18.76
1792,733,990,69,0.409,-33400,-18.638,990,733,69,0.552,33400,18.638
1793,734,990,69,0.409,-33000,-18.405,990,734,69,0.552,33000,18.405
1794,734,991,69,0.409,-33100,-18.45,991,734,69,0.552,33100,18.45
1795,735,991,69,0.409,-32700,-18.217,991,735,69,0.552,32700,18.217
1796,735,992,69,0.409,-32900,-18.318,992,735,69,0.552,32900,18.318
1797,735,993,69,0.409,-33300,-18.531,993,735,69,0.553,33300,18.531
1798,736,993,69,0.409,-32900,-18.298,993,736,69,0.552,32900,18.298
1799,736,994,69,0.409,-33000,-18.344,994,736,69,0.553,33000,18.344
1800,736,995,69,0.409,-33100,-18.389,995,736,69,0.553,33100,18.389
1801,737,995,69,0.409,-32900,-18.268,995,737,69,0.552,32900,18.268
1802,737,995,70,0.409,-32900,-18.257,995,737,70,0.552,32900,18.257
1803,737,996,70,0.409,-33300,-18.469,996,737,70,0.552,33300,18.469
1804,738,996,70,0.409,-33100,-18.348,996,738,70,0.552,33100,18.348
1805,738,996,71,0.409,-33100,-18.338,996,738,71,0.552,33100,18.338
1806,738,996,72,0.409,-33100,-18.328,996,738,72,0.551,33100,18.328
1807,738,996,73,0.408,-33100,-18.318,996,738,73,0.551,33100,18.318
1808,738,997,73,0.408,-33200,-18.363,997,738,73,0.551,33200,18.363
1809,738,998,73,0.408,-33400,-18.463,998,738,73,0.552,33400,18.463
1810,738,999,73,0.408,-33600,-18.564,999,738,73,0.552,33600,18.564
1811,738,999,74,0.408,-33600,-18.553,999,738,74,0.552,33600,18.553
1812,738,1000,74,0.407,-33800,-18.653,1000,738,74,0.552,33800,18.653
1813,739,1000,74,0.408,-33400,-18.423,1000,739,74,0.552,33400,18.423
1814,739,1001,74,0.407,-33600,-18.523,1001,739,74,0.552,33600,18.523
1815,739,1002,74,0.407,-34000,-18.733,1002,739,74,0.552,34000,18.733
1816,740,1002,74,0.407,-33600,-18.502,1002,740,74,0.552,33600,18.502
1817,740,1003,74,0.407,-34000,-18.712,1003,740,74,0.552,34000,18.712
1818,740,1003,75,0.407,-34000,-18.702,1003,740,75,0.552,34000,18.702
1819,741,1003,75,0.407,-33400,-18.362,1003,741,75,0.551,33400,18.362
1820,741,1004,75,0.407,-33800,-18.571,1004,741,75,0.552,33800,18.571
1821,742,1004,75,0.407,-33400,-18.342,1004,742,75,0.551,33400,18.342
1822,742,1004,76,0.407,-33400,-18.332,1004,742,76,0.551,33400,18.332
1823,743,1004,76,0.408,-33000,-18.102,1004,743,76,0.551,33000,18.102
1824,744,1004,76,0.408,-32600,-17.873,1004,744,76,0.55,32600,17.873
1825,744,1005,76,0.408,-33000,-18.082,1005,744,76,0.551,33000,18.082
1826,744,1006,76,0.407,-33100,-18.127,1006,744,76,0.551,33100,18.127
1827,744,1007,76,0.407,-33500,-18.336,1007,744,76,0.551,33500,18.336
1828,744,1008,76,0.407,-33900,-18.545,1008,744,76,0.551,33900,18.545
1829,744,1008,77,0.407,-33900,-18.535,1008,744,77,0.551,33900,18.535
1830,744,1009,77,0.407,-34100,-18.634,1009,744,77,0.551,34100,18.634
1831,745,1009,77,0.407,-33800,-18.46,1009,745,77,0.551,33800,18.46
1832,746,1009,77,0.407,-33400,-18.231,1009,746,77,0.551,33400,18.231
1833,746,1010,77,0.407,-33600,-18.331,1010,746,77,0.551,33600,18.331
1834,746,1010,78,0.407,-33600,-18.321,1010,746,78,0.551,33600,18.321
1835,746,1011,78,0.407,-33800,-18.42,1011,746,78,0.551,33800,18.42
1836,746,1012,78,0.406,-34000,-18.519,1012,746,78,0.551,34000,18.519
1837,746,1013,78,0.406,-34600,-18.835,1013,746,78,0.551,34600,18.835
1838,746,1013,79,0.406,-34600,-18.825,1013,746,79,0.551,34600,18.825
1839,746,1014,79,0.406,-35000,-19.032,1014,746,79,0.551,35000,19.032
1840,746,1015,79,0.405,-35400,-19.239,1015,746,79,0.552,35400,19.239
1841,746,1016,79,0.405,-35600,-19.337,1016,746,79,0.552,35600,19.337
1842,747,1016,79,0.406,-35300,-19.164,1016,747,79,0.552,35300,19.164
1843,747,1017,79,0.405,-35700,-19.371,1017,747,79,0.552,35700,19.371
1844,747,1018,79,0.405,-35900,-19.469,1018,747,79,0.552,35900,19.469
1845,747,1019,79,0.405,-36300,-19.675,1019,747,79,0.552,36300,19.675
1846,747,1019,80,0.405,-36300,-19.664,1019,747,80,0.552,36300,19.664
1847,747,1020,80,0.404,-36500,-19.762,1020,747,80,0.552,36500,19.762
1848,747,1021,80,0.404,-36900,-19.968,1021,747,80,0.552,36900,19.968
1849,747,1021,81,0.404,-36900,-19.957,1021,747,81,0.552,36900,19.957
1850,747,1022,81,0.404,-37100,-20.054,1022,747,81,0.552,37100,20.054
1851,747,1023,81,0.404,-37200,-20.097,1023,747,81,0.553,37200,20.097
1852,748,1023,81,0.404,-36800,-19.87,1023,748,81,0.552,36800,19.87
1853,748,1024,81,0.404,-37200,-20.076,1024,748,81,0.553,37200,20.076
1854,748,1025,81,0.403,-37600,-20.28,1025,748,81,0.553,37600,20.28
1855,748,1026,81,0.403,-38000,-20.485,1026,748,81,0.553,38000,20.485
1856,748,1027,81,0.403,-38400,-20.69,1027,748,81,0.553,38400,20.69
1857,749,1027,81,0.403,-38200,-20.571,1027,749,81,0.553,38200,20.571
1858,749,1028,81,0.403,-38400,-20.667,1028,749,81,0.553,38400,20.667
1859,749,1029,81,0.403,-38600,-20.764,1029,749,81,0.554,38600,20.764
1860,750,1029,81,0.403,-38200,-20.538,1029,750,81,0.553,38200,20.538
1861,750,1029,82,0.403,-38200,-20.527,1029,750,82,0.553,38200,20.527
1862,751,1029,82,0.403,-38000,-20.408,1029,751,82,0.553,38000,20.408
1863,752,1029,82,0.404,-37600,-20.183,1029,752,82,0.552,37600,20.183
1864,752,1030,82,0.403,-37800,-20.279,1030,752,82,0.553,37800,20.279
1865,752,1031,82,0.403,-38000,-20.375,1031,752,82,0.553,38000,20.375
1866,752,1031,83,0.403,-38000,-20.364,1031,752,83,0.553,38000,20.364
1867,752,1032,83,0.403,-38400,-20.568,1032,752,83,0.553,38400,20.568
1868,752,1033,83,0.403,-38800,-20.771,1033,752,83,0.553,38800,20.771
1869,752,1034,83,0.402,-39100,-20.92,1034,752,83,0.553,39100,20.92
1870,753,1034,83,0.403,-38500,-20.588,1034,753,83,0.553,38500,20.588
1871,753,1035,83,0.402,-38600,-20.631,1035,753,83,0.553,38600,20.631
1872,754,1035,83,0.403,-38200,-20.406,1035,754,83,0.553,38200,20.406
1873,754,1036,83,0.403,-38400,-20.502,1036,754,83,0.553,38400,20.502
1874,755,1036,83,0.403,-38000,-20.277,1036,755,83,0.553,38000,20.277
1875,755,1037,83,0.403,-38100,-20.32,1037,755,83,0.553,38100,20.32
1876,755,1038,83,0.402,-38300,-20.416,1038,755,83,0.553,38300,20.416
1877,755,1039,83,0.402,-38700,-20.618,1039,755,83,0.554,38700,20.618
1878,755,1040,83,0.402,-38800,-20.66,1040,755,83,0.554,38800,20.66
1879,756,1040,83,0.402,-38600,-20.543,1040,756,83,0.553,38600,20.543
1880,756,1041,83,0.402,-38900,-20.691,1041,756,83,0.554,38900,20.691
1881,757,1041,83,0.402,-38700,-20.574,1041,757,83,0.553,38700,20.574
1882,757,1042,83,0.402,-38900,-20.67,1042,757,83,0.554,38900,20.67
1883,758,1042,83,0.403,-38700,-20.552,1042,758,83,0.553,38700,20.552
1884,758,1043,83,0.402,-38900,-20.648,1043,758,83,0.554,38900,20.648
1885,758,1044,83,0.402,-39100,-20.743,1044,758,83,0.554,39100,20.743
1886,759,1044,83,0.402,-38700,-20.52,1044,759,83,0.554,38700,20.52
1887,759,1045,83,0.402,-38800,-20.562,1045,759,83,0.554,38800,20.562
1888,760,1045,83,0.403,-38500,-20.392,1045,760,83,0.553,38500,20.392
1889,760,1046,83,0.402,-38600,-20.434,1046,760,83,0.554,38600,20.434
1890,760,1047,83,0.402,-38800,-20.529,1047,760,83,0.554,38800,20.529
1891,760,1048,83,0.402,-38900,-20.571,1048,760,83,0.554,38900,20.571
1892,761,1048,83,0.402,-38700,-20.455,1048,761,83,0.554,38700,20.455
1893,761,1049,83,0.402,-39000,-20.602,1049,761,83,0.554,39000,20.602
1894,761,1050,83,0.402,-39400,-20.803,1050,761,83,0.554,39400,20.803
1895,761,1051,83,0.402,-39700,-20.95,1051,761,83,0.555,39700,20.95
1896,761,1052,83,0.401,-40100,-21.15,1052,761,83,0.555,40100,21.15
1897,761,1053,83,0.401,-40300,-21.244,1053,761,83,0.555,40300,21.244
1898,762,1053,83,0.401,-39900,-21.022,1053,762,83,0.555,39900,21.022
1899,763,1053,83,0.402,-39700,-20.906,1053,763,83,0.555,39700,20.906
1900,763,1054,83,0.402,-39800,-20.947,1054,763,83,0.555,39800,20.947
1901,763,1055,83,0.401,-40000,-21.042,1055,763,83,0.555,40000,21.042
1902,764,1055,83,0.402,-39600,-20.82,1055,764,83,0.555,39600,20.82
1903,765,1055,83,0.402,-39200,-20.599,1055,765,83,0.554,39200,20.599
1904,766,1055,83,0.402,-38800,-20.378,1055,766,83,0.554,38800,20.378
1905,766,1056,83,0.402,-39200,-20.577,1056,766,83,0.554,39200,20.577
1906,766,1057,83,0.402,-39600,-20.776,1057,766,83,0.555,39600,20.776
1907,766,1058,83,0.402,-40000,-20.975,1058,766,83,0.555,40000,20.975
1908,766,1059,83,0.401,-40400,-21.174,1059,766,83,0.555,40400,21.174
1909,766,1060,83,0.401,-40800,-21.372,1060,766,83,0.555,40800,21.372
1910,767,1060,83,0.402,-40400,-21.152,1060,767,83,0.555,40400,21.152
1911,767,1061,83,0.401,-40600,-21.245,1061,767,83,0.555,40600,21.245
1912,767,1062,83,0.401,-41000,-21.444,1062,767,83,0.555,41000,21.444
1913,767,1063,83,0.401,-41200,-21.537,1063,767,83,0.556,41200,21.537
1914,767,1064,83,0.401,-41600,-21.735,1064,767,83,0.556,41600,21.735
1915,767,1065,83,0.401,-41700,-21.775,1065,767,83,0.556,41700,21.775
1916,767,1066,83,0.4,-41900,-21.868,1066,767,83,0.556,41900,21.868
1917,767,1067,83,0.4,-42100,-21.961,1067,767,83,0.557,42100,21.961
