Game Number,AI1 [NB] Wins,AI1 [NB] Losses,AI1 [NB] Draws,AI1 [NB] Win Percentage,AI1 [NB] Cumulative Game Reward,AI1 [NB] Reward/Game Average,AI2 [QL] Wins,AI2 [QL] Losses,AI2 [QL] Draws,AI2 [QL] Win Percentage,AI2 [QL] Cumulative Game Reward,AI2 [QL] Reward/Game Average
1,1,0,0,1,200,200,0,1,0,0,-200,-200
2,2,0,0,1,800,400,0,2,0,0,-800,-400
3,3,0,0,1,1000,333.333,0,3,0,0,-1000,-333.333
4,4,0,0,1,1200,300,0,4,0,0,-1200,-300
5,5,0,0,1,1400,280,0,5,0,0,-1400,-280
6,6,0,0,1,1800,300,0,6,0,0,-1800,-300
7,7,0,0,1,2400,342.857,0,7,0,0,-2400,-342.857
8,7,1,0,0.875,1800,225,1,7,0,0.125,-1800,-225
9,8,1,0,0.889,2100,233.333,1,8,0,0.111,-2100,-233.333
10,9,1,0,0.9,2200,220,1,9,0,0.1,-2200,-220
11,10,1,0,0.909,2400,218.182,1,10,0,0.091,-2400,-218.182
12,10,2,0,0.833,2200,183.333,2,10,0,0.167,-2200,-183.333
13,11,2,0,0.846,2400,184.615,2,11,0,0.154,-2400,-184.615
14,11,3,0,0.786,2100,150,3,11,0,0.214,-2100,-150
15,12,3,0,0.8,2400,160,3,12,0,0.2,-2400,-160
16,13,3,0,0.812,2800,175,3,13,0,0.188,-2800,-175
17,13,4,0,0.765,2700,158.824,4,13,0,0.235,-2700,-158.824
18,14,4,0,0.778,2900,161.111,4,14,0,0.222,-2900,-161.111
19,15,4,0,0.789,3100,163.158,4,15,0,0.211,-3100,-163.158
20,16,4,0,0.8,3300,165,4,16,0,0.2,-3300,-165
21,17,4,0,0.81,3700,176.19,4,17,0,0.19,-3700,-176.19
22,18,4,0,0.818,3800,172.727,4,18,0,0.182,-3800,-172.727
23,19,4,0,0.826,4200,182.609,4,19,0,0.174,-4200,-182.609
24,19,5,0,0.792,4100,170.833,5,19,0,0.208,-4100,-170.833
25,20,5,0,0.8,4200,168,5,20,0,0.2,-4200,-168
26,21,5,0,0.808,4500,173.077,5,21,0,0.192,-4500,-173.077
27,22,5,0,0.815,4900,181.481,5,22,0,0.185,-4900,-181.481
28,23,5,0,0.821,5400,192.857,5,23,0,0.179,-5400,-192.857
29,24,5,0,0.828,5500,189.655,5,24,0,0.172,-5500,-189.655
30,25,5,0,0.833,5700,190,5,25,0,0.167,-5700,-190
31,26,5,0,0.839,6100,196.774,5,26,0,0.161,-6100,-196.774
32,27,5,0,0.844,6600,206.25,5,27,0,0.156,-6600,-206.25
33,28,5,0,0.848,6800,206.061,5,28,0,0.152,-6800,-206.061
34,28,6,0,0.824,6700,197.059,6,28,0,0.176,-6700,-197.059
35,29,6,0,0.829,6900,197.143,6,29,0,0.171,-6900,-197.143
36,30,6,0,0.833,7000,194.444,6,30,0,0.167,-7000,-194.444
37,31,6,0,0.838,7400,200,6,31,0,0.162,-7400,-200
38,32,6,0,0.842,7600,200,6,32,0,0.158,-7600,-200
39,32,7,0,0.821,7300,187.179,7,32,0,0.179,-7300,-187.179
40,33,7,0,0.825,7500,187.5,7,33,0,0.175,-7500,-187.5
41,34,7,0,0.829,7900,192.683,7,34,0,0.171,-7900,-192.683
42,35,7,0,0.833,8700,207.143,7,35,0,0.167,-8700,-207.143
43,36,7,0,0.837,9300,216.279,7,36,0,0.163,-9300,-216.279
44,37,7,0,0.841,9500,215.909,7,37,0,0.159,-9500,-215.909
45,38,7,0,0.844,9700,215.556,7,38,0,0.156,-9700,-215.556
46,39,7,0,0.848,9900,215.217,7,39,0,0.152,-9900,-215.217
47,40,7,0,0.851,10100,214.894,7,40,0,0.149,-10100,-214.894
48,41,7,0,0.854,10300,214.583,7,41,0,0.146,-10300,-214.583
49,42,7,0,0.857,10400,212.245,7,42,0,0.143,-10400,-212.245
50,43,7,0,0.86,10600,212,7,43,0,0.14,-10600,-212
51,44,7,0,0.863,11000,215.686,7,44,0,0.137,-11000,-215.686
52,45,7,0,0.865,11200,215.385,7,45,0,0.135,-11200,-215.385
53,46,7,0,0.868,12000,226.415,7,46,0,0.132,-12000,-226.415
54,47,7,0,0.87,12400,229.63,7,47,0,0.13,-12400,-229.63
55,48,7,0,0.873,12800,232.727,7,48,0,0.127,-12800,-232.727
56,49,7,0,0.875,13200,235.714,7,49,0,0.125,-13200,-235.714
57,49,8,0,0.86,13100,229.825,8,49,0,0.14,-13100,-229.825
58,50,8,0,0.862,13300,229.31,8,50,0,0.138,-13300,-229.31
59,51,8,0,0.864,13700,232.203,8,51,0,0.136,-13700,-232.203
60,51,9,0,0.85,13500,225,9,51,0,0.15,-13500,-225
61,52,9,0,0.852,14300,234.426,9,52,0,0.148,-14300,-234.426
62,53,9,0,0.855,14700,237.097,9,53,0,0.145,-14700,-237.097
63,54,9,0,0.857,15100,239.683,9,54,0,0.143,-15100,-239.683
64,55,9,0,0.859,15700,245.312,9,55,0,0.141,-15700,-245.312
65,56,9,0,0.862,16100,247.692,9,56,0,0.138,-16100,-247.692
66,57,9,0,0.864,16300,246.97,9,57,0,0.136,-16300,-246.97
67,57,10,0,0.851,16200,241.791,10,57,0,0.149,-16200,-241.791
68,58,10,0,0.853,16400,241.176,10,58,0,0.147,-16400,-241.176
69,58,11,0,0.841,16300,236.232,11,58,0,0.159,-16300,-236.232
70,58,12,0,0.829,16100,230,12,58,0,0.171,-16100,-230
71,59,12,0,0.831,16500,232.394,12,59,0,0.169,-16500,-232.394
72,60,12,0,0.833,16700,231.944,12,60,0,0.167,-16700,-231.944
73,61,12,0,0.836,16900,231.507,12,61,0,0.164,-16900,-231.507
74,62,12,0,0.838,17300,233.784,12,62,0,0.162,-17300,-233.784
75,63,12,0,0.84,17400,232,12,63,0,0.16,-17400,-232
76,64,12,0,0.842,17700,232.895,12,64,0,0.158,-17700,-232.895
77,64,13,0,0.831,17500,227.273,13,64,0,0.169,-17500,-227.273
78,65,13,0,0.833,17700,226.923,13,65,0,0.167,-17700,-226.923
79,66,13,0,0.835,17900,226.582,13,66,0,0.165,-17900,-226.582
80,67,13,0,0.838,18000,225,13,67,0,0.163,-18000,-225
81,68,13,0,0.84,18200,224.691,13,68,0,0.16,-18200,-224.691
82,69,13,0,0.841,18400,224.39,13,69,0,0.159,-18400,-224.39
83,70,13,0,0.843,18600,224.096,13,70,0,0.157,-18600,-224.096
84,71,13,0,0.845,19000,226.19,13,71,0,0.155,-19000,-226.19
85,72,13,0,0.847,19300,227.059,13,72,0,0.153,-19300,-227.059
86,73,13,0,0.849,19500,226.744,13,73,0,0.151,-19500,-226.744
87,74,13,0,0.851,19700,226.437,13,74,0,0.149,-19700,-226.437
88,75,13,0,0.852,20100,228.409,13,75,0,0.148,-20100,-228.409
89,76,13,0,0.854,20500,230.337,13,76,0,0.146,-20500,-230.337
90,76,14,0,0.844,20100,223.333,14,76,0,0.156,-20100,-223.333
91,76,15,0,0.835,19900,218.681,15,76,0,0.165,-19900,-218.681
92,76,16,0,0.826,19700,214.13,16,76,0,0.174,-19700,-214.13
93,76,17,0,0.817,19500,209.677,17,76,0,0.183,-19500,-209.677
94,76,18,0,0.809,19100,203.191,18,76,0,0.191,-19100,-203.191
95,77,18,0,0.811,19700,207.368,18,77,0,0.189,-19700,-207.368
96,78,18,0,0.812,20300,211.458,18,78,0,0.188,-20300,-211.458
97,79,18,0,0.814,20600,212.371,18,79,0,0.186,-20600,-212.371
98,79,19,0,0.806,20400,208.163,19,79,0,0.194,-20400,-208.163
99,79,20,0,0.798,20200,204.04,20,79,0,0.202,-20200,-204.04
100,80,20,0,0.8,20800,208,20,80,0,0.2,-20800,-208
101,80,21,0,0.792,20600,203.96,21,80,0,0.208,-20600,-203.96
102,81,21,0,0.794,21200,207.843,21,81,0,0.206,-21200,-207.843
103,82,21,0,0.796,21600,209.709,21,82,0,0.204,-21600,-209.709
104,82,22,0,0.788,21400,205.769,22,82,0,0.212,-21400,-205.769
105,83,22,0,0.79,21600,205.714,22,83,0,0.21,-21600,-205.714
106,84,22,0,0.792,21800,205.66,22,84,0,0.208,-21800,-205.66
107,84,23,0,0.785,21600,201.869,23,84,0,0.215,-21600,-201.869
108,84,24,0,0.778,21000,194.444,24,84,0,0.222,-21000,-194.444
109,85,24,0,0.78,21100,193.578,24,85,0,0.22,-21100,-193.578
110,85,25,0,0.773,21000,190.909,25,85,0,0.227,-21000,-190.909
111,86,25,0,0.775,21600,194.595,25,86,0,0.225,-21600,-194.595
112,86,26,0,0.768,21500,191.964,26,86,0,0.232,-21500,-191.964
113,87,26,0,0.77,21700,192.035,26,87,0,0.23,-21700,-192.035
114,87,27,0,0.763,21300,186.842,27,87,0,0.237,-21300,-186.842
115,88,27,0,0.765,21900,190.435,27,88,0,0.235,-21900,-190.435
116,89,27,0,0.767,22100,190.517,27,89,0,0.233,-22100,-190.517
117,89,28,0,0.761,21700,185.47,28,89,0,0.239,-21700,-185.47
118,90,28,0,0.763,21800,184.746,28,90,0,0.237,-21800,-184.746
119,91,28,0,0.765,22200,186.555,28,91,0,0.235,-22200,-186.555
120,92,28,0,0.767,22800,190,28,92,0,0.233,-22800,-190
121,93,28,0,0.769,23200,191.736,28,93,0,0.231,-23200,-191.736
122,93,29,0,0.762,22800,186.885,29,93,0,0.238,-22800,-186.885
123,93,30,0,0.756,22600,183.74,30,93,0,0.244,-22600,-183.74
124,93,31,0,0.75,22200,179.032,31,93,0,0.25,-22200,-179.032
125,93,32,0,0.744,21800,174.4,32,93,0,0.256,-21800,-174.4
126,94,32,0,0.746,22200,176.19,32,94,0,0.254,-22200,-176.19
127,94,33,0,0.74,21600,170.079,33,94,0,0.26,-21600,-170.079
128,95,33,0,0.742,21800,170.312,33,95,0,0.258,-21800,-170.312
129,95,34,0,0.736,21600,167.442,34,95,0,0.264,-21600,-167.442
130,96,34,0,0.738,22200,170.769,34,96,0,0.262,-22200,-170.769
131,97,34,0,0.74,22600,172.519,34,97,0,0.26,-22600,-172.519
132,97,35,0,0.735,22400,169.697,35,97,0,0.265,-22400,-169.697
133,98,35,0,0.737,23000,172.932,35,98,0,0.263,-23000,-172.932
134,99,35,0,0.739,23200,173.134,35,99,0,0.261,-23200,-173.134
135,99,36,0,0.733,23100,171.111,36,99,0,0.267,-23100,-171.111
136,100,36,0,0.735,23300,171.324,36,100,0,0.265,-23300,-171.324
137,100,37,0,0.73,23100,168.613,37,100,0,0.27,-23100,-168.613
138,101,37,0,0.732,23300,168.841,37,101,0,0.268,-23300,-168.841
139,102,37,0,0.734,23700,170.504,37,102,0,0.266,-23700,-170.504
140,103,37,0,0.736,24100,172.143,37,103,0,0.264,-24100,-172.143
141,103,38,0,0.73,23500,166.667,38,103,0,0.27,-23500,-166.667
142,103,39,0,0.725,22900,161.268,39,103,0,0.275,-22900,-161.268
143,104,39,0,0.727,23100,161.538,39,104,0,0.273,-23100,-161.538
144,104,40,0,0.722,23000,159.722,40,104,0,0.278,-23000,-159.722
145,104,41,0,0.717,22800,157.241,41,104,0,0.283,-22800,-157.241
146,105,41,0,0.719,23200,158.904,41,105,0,0.281,-23200,-158.904
147,106,41,0,0.721,23400,159.184,41,106,0,0.279,-23400,-159.184
148,107,41,0,0.723,23600,159.459,41,107,0,0.277,-23600,-159.459
149,108,41,0,0.725,23800,159.732,41,108,0,0.275,-23800,-159.732
150,109,41,0,0.727,24400,162.667,41,109,0,0.273,-24400,-162.667
151,109,42,0,0.722,24200,160.265,42,109,0,0.278,-24200,-160.265
152,110,42,0,0.724,24400,160.526,42,110,0,0.276,-24400,-160.526
153,111,42,0,0.725,25000,163.399,42,111,0,0.275,-25000,-163.399
154,112,42,0,0.727,25200,163.636,42,112,0,0.273,-25200,-163.636
155,113,42,0,0.729,25400,163.871,42,113,0,0.271,-25400,-163.871
156,114,42,0,0.731,26000,166.667,42,114,0,0.269,-26000,-166.667
157,115,42,0,0.732,26100,166.242,42,115,0,0.268,-26100,-166.242
158,116,42,0,0.734,26700,168.987,42,116,0,0.266,-26700,-168.987
159,117,42,0,0.736,26900,169.182,42,117,0,0.264,-26900,-169.182
160,118,42,0,0.738,27000,168.75,42,118,0,0.263,-27000,-168.75
161,119,42,0,0.739,27600,171.429,42,119,0,0.261,-27600,-171.429
162,120,42,0,0.741,27800,171.605,42,120,0,0.259,-27800,-171.605
163,120,43,0,0.736,27700,169.939,43,120,0,0.264,-27700,-169.939
164,120,44,0,0.732,27300,166.463,44,120,0,0.268,-27300,-166.463
165,120,45,0,0.727,26900,163.03,45,120,0,0.273,-26900,-163.03
166,121,45,0,0.729,27100,163.253,45,121,0,0.271,-27100,-163.253
167,121,46,0,0.725,26700,159.88,46,121,0,0.275,-26700,-159.88
168,122,46,0,0.726,26900,160.119,46,122,0,0.274,-26900,-160.119
169,123,46,0,0.728,27300,161.538,46,123,0,0.272,-27300,-161.538
170,124,46,0,0.729,27500,161.765,46,124,0,0.271,-27500,-161.765
171,124,47,0,0.725,27100,158.48,47,124,0,0.275,-27100,-158.48
172,124,48,0,0.721,26500,154.07,48,124,0,0.279,-26500,-154.07
173,125,48,0,0.723,26700,154.335,48,125,0,0.277,-26700,-154.335
174,125,49,0,0.718,26500,152.299,49,125,0,0.282,-26500,-152.299
175,126,49,0,0.72,26600,152,49,126,0,0.28,-26600,-152
176,127,49,0,0.722,26800,152.273,49,127,0,0.278,-26800,-152.273
177,127,49,1,0.718,26800,151.412,49,127,1,0.277,-26800,-151.412
178,128,49,1,0.719,27400,153.933,49,128,1,0.275,-27400,-153.933
179,128,50,1,0.715,27300,152.514,50,128,1,0.279,-27300,-152.514
180,128,51,1,0.711,26900,149.444,51,128,1,0.283,-26900,-149.444
181,128,52,1,0.707,26500,146.409,52,128,1,0.287,-26500,-146.409
182,128,53,1,0.703,25900,142.308,53,128,1,0.291,-25900,-142.308
183,129,53,1,0.705,26100,142.623,53,129,1,0.29,-26100,-142.623
184,130,53,1,0.707,26500,144.022,53,130,1,0.288,-26500,-144.022
185,131,53,1,0.708,27100,146.486,53,131,1,0.286,-27100,-146.486
186,131,54,1,0.704,27000,145.161,54,131,1,0.29,-27000,-145.161
187,132,54,1,0.706,27200,145.455,54,132,1,0.289,-27200,-145.455
188,133,54,1,0.707,27400,145.745,54,133,1,0.287,-27400,-145.745
189,134,54,1,0.709,27500,145.503,54,134,1,0.286,-27500,-145.503
190,135,54,1,0.711,27900,146.842,54,135,1,0.284,-27900,-146.842
191,136,54,1,0.712,28300,148.168,54,136,1,0.283,-28300,-148.168
192,137,54,1,0.714,28500,148.438,54,137,1,0.281,-28500,-148.438
193,138,54,1,0.715,28700,148.705,54,138,1,0.28,-28700,-148.705
194,139,54,1,0.716,29100,150,54,139,1,0.278,-29100,-150
195,140,54,1,0.718,29300,150.256,54,140,1,0.277,-29300,-150.256
196,141,54,1,0.719,29500,150.51,54,141,1,0.276,-29500,-150.51
197,141,55,1,0.716,29400,149.239,55,141,1,0.279,-29400,-149.239
198,142,55,1,0.717,30000,151.515,55,142,1,0.278,-30000,-151.515
199,143,55,1,0.719,30200,151.759,55,143,1,0.276,-30200,-151.759
200,143,56,1,0.715,30100,150.5,56,143,1,0.28,-30100,-150.5
201,143,57,1,0.711,30000,149.254,57,143,1,0.284,-30000,-149.254
202,143,57,2,0.708,30000,148.515,57,143,2,0.282,-30000,-148.515
203,143,58,2,0.704,29900,147.291,58,143,2,0.286,-29900,-147.291
204,143,59,2,0.701,29700,145.588,59,143,2,0.289,-29700,-145.588
205,144,59,2,0.702,29900,145.854,59,144,2,0.288,-29900,-145.854
206,145,59,2,0.704,30000,145.631,59,145,2,0.286,-30000,-145.631
207,145,60,2,0.7,29400,142.029,60,145,2,0.29,-29400,-142.029
208,146,60,2,0.702,29700,142.788,60,146,2,0.288,-29700,-142.788
209,147,60,2,0.703,29800,142.584,60,147,2,0.287,-29800,-142.584
210,147,61,2,0.7,29400,140,61,147,2,0.29,-29400,-140
211,148,61,2,0.701,29600,140.284,61,148,2,0.289,-29600,-140.284
212,148,62,2,0.698,29200,137.736,62,148,2,0.292,-29200,-137.736
213,148,63,2,0.695,28800,135.211,63,148,2,0.296,-28800,-135.211
214,148,64,2,0.692,28400,132.71,64,148,2,0.299,-28400,-132.71
215,149,64,2,0.693,29000,134.884,64,149,2,0.298,-29000,-134.884
216,149,65,2,0.69,28600,132.407,65,149,2,0.301,-28600,-132.407
217,149,66,2,0.687,28200,129.954,66,149,2,0.304,-28200,-129.954
218,150,66,2,0.688,28400,130.275,66,150,2,0.303,-28400,-130.275
219,151,66,2,0.689,28800,131.507,66,151,2,0.301,-28800,-131.507
220,152,66,2,0.691,29000,131.818,66,152,2,0.3,-29000,-131.818
221,153,66,2,0.692,29600,133.937,66,153,2,0.299,-29600,-133.937
222,153,67,2,0.689,29400,132.432,67,153,2,0.302,-29400,-132.432
223,153,68,2,0.686,29200,130.942,68,153,2,0.305,-29200,-130.942
224,154,68,2,0.688,29300,130.804,68,154,2,0.304,-29300,-130.804
225,154,69,2,0.684,28900,128.444,69,154,2,0.307,-28900,-128.444
226,154,70,2,0.681,28700,126.991,70,154,2,0.31,-28700,-126.991
227,154,71,2,0.678,28500,125.551,71,154,2,0.313,-28500,-125.551
228,155,71,2,0.68,28900,126.754,71,155,2,0.311,-28900,-126.754
229,156,71,2,0.681,29000,126.638,71,156,2,0.31,-29000,-126.638
230,157,71,2,0.683,29100,126.522,71,157,2,0.309,-29100,-126.522
231,157,72,2,0.68,28500,123.377,72,157,2,0.312,-28500,-123.377
232,158,72,2,0.681,28700,123.707,72,158,2,0.31,-28700,-123.707
233,159,72,2,0.682,29100,124.893,72,159,2,0.309,-29100,-124.893
234,159,73,2,0.679,29000,123.932,73,159,2,0.312,-29000,-123.932
235,160,73,2,0.681,29400,125.106,73,160,2,0.311,-29400,-125.106
236,161,73,2,0.682,29600,125.424,73,161,2,0.309,-29600,-125.424
237,162,73,2,0.684,30000,126.582,73,162,2,0.308,-30000,-126.582
238,163,73,2,0.685,30400,127.731,73,163,2,0.307,-30400,-127.731
239,163,74,2,0.682,30300,126.778,74,163,2,0.31,-30300,-126.778
240,164,74,2,0.683,30500,127.083,74,164,2,0.308,-30500,-127.083
241,165,74,2,0.685,30900,128.216,74,165,2,0.307,-30900,-128.216
242,166,74,2,0.686,31300,129.339,74,166,2,0.306,-31300,-129.339
243,166,75,2,0.683,30500,125.514,75,166,2,0.309,-30500,-125.514
244,166,76,2,0.68,30100,123.361,76,166,2,0.311,-30100,-123.361
245,167,76,2,0.682,30700,125.306,76,167,2,0.31,-30700,-125.306
246,167,77,2,0.679,30500,123.984,77,167,2,0.313,-30500,-123.984
247,168,77,2,0.68,30700,124.291,77,168,2,0.312,-30700,-124.291
248,169,77,2,0.681,30800,124.194,77,169,2,0.31,-30800,-124.194
249,169,78,2,0.679,30400,122.088,78,169,2,0.313,-30400,-122.088
250,170,78,2,0.68,30800,123.2,78,170,2,0.312,-30800,-123.2
251,171,78,2,0.681,31400,125.1,78,171,2,0.311,-31400,-125.1
252,171,79,2,0.679,31200,123.81,79,171,2,0.313,-31200,-123.81
253,172,79,2,0.68,31600,124.901,79,172,2,0.312,-31600,-124.901
254,172,80,2,0.677,31400,123.622,80,172,2,0.315,-31400,-123.622
255,172,81,2,0.675,31300,122.745,81,172,2,0.318,-31300,-122.745
256,173,81,2,0.676,31700,123.828,81,173,2,0.316,-31700,-123.828
257,174,81,2,0.677,32300,125.681,81,174,2,0.315,-32300,-125.681
258,174,82,2,0.674,32000,124.031,82,174,2,0.318,-32000,-124.031
259,174,83,2,0.672,31800,122.78,83,174,2,0.32,-31800,-122.78
260,174,84,2,0.669,31400,120.769,84,174,2,0.323,-31400,-120.769
261,175,84,2,0.67,31600,121.073,84,175,2,0.322,-31600,-121.073
262,176,84,2,0.672,32200,122.901,84,176,2,0.321,-32200,-122.901
263,176,85,2,0.669,32000,121.673,85,176,2,0.323,-32000,-121.673
264,177,85,2,0.67,32400,122.727,85,177,2,0.322,-32400,-122.727
265,177,86,2,0.668,32200,121.509,86,177,2,0.325,-32200,-121.509
266,178,86,2,0.669,32300,121.429,86,178,2,0.323,-32300,-121.429
267,178,87,2,0.667,32100,120.225,87,178,2,0.326,-32100,-120.225
268,178,87,3,0.664,32100,119.776,87,178,3,0.325,-32100,-119.776
269,178,88,3,0.662,31900,118.587,88,178,3,0.327,-31900,-118.587
270,178,89,3,0.659,31800,117.778,89,178,3,0.33,-31800,-117.778
271,179,89,3,0.661,32000,118.081,89,179,3,0.328,-32000,-118.081
272,180,89,3,0.662,32200,118.382,89,180,3,0.327,-32200,-118.382
273,180,90,3,0.659,32000,117.216,90,180,3,0.33,-32000,-117.216
274,181,90,3,0.661,32400,118.248,90,181,3,0.328,-32400,-118.248
275,182,90,3,0.662,32800,119.273,90,182,3,0.327,-32800,-119.273
276,183,90,3,0.663,33000,119.565,90,183,3,0.326,-33000,-119.565
277,183,91,3,0.661,32900,118.773,91,183,3,0.329,-32900,-118.773
278,184,91,3,0.662,33300,119.784,91,184,3,0.327,-33300,-119.784
279,184,92,3,0.659,33100,118.638,92,184,3,0.33,-33100,-118.638
280,185,92,3,0.661,33500,119.643,92,185,3,0.329,-33500,-119.643
281,185,93,3,0.658,33400,118.861,93,185,3,0.331,-33400,-118.861
282,186,93,3,0.66,33700,119.504,93,186,3,0.33,-33700,-119.504
283,186,94,3,0.657,33300,117.668,94,186,3,0.332,-33300,-117.668
284,187,94,3,0.658,33900,119.366,94,187,3,0.331,-33900,-119.366
285,187,95,3,0.656,33700,118.246,95,187,3,0.333,-33700,-118.246
286,187,96,3,0.654,33300,116.434,96,187,3,0.336,-33300,-116.434
287,187,97,3,0.652,33000,114.983,97,187,3,0.338,-33000,-114.983
288,188,97,3,0.653,33200,115.278,97,188,3,0.337,-33200,-115.278
289,189,97,3,0.654,33600,116.263,97,189,3,0.336,-33600,-116.263
290,189,98,3,0.652,33400,115.172,98,189,3,0.338,-33400,-115.172
291,190,98,3,0.653,33600,115.464,98,190,3,0.337,-33600,-115.464
292,191,98,3,0.654,33800,115.753,98,191,3,0.336,-33800,-115.753
293,191,99,3,0.652,33600,114.676,99,191,3,0.338,-33600,-114.676
294,191,100,3,0.65,33400,113.605,100,191,3,0.34,-33400,-113.605
295,191,101,3,0.647,33200,112.542,101,191,3,0.342,-33200,-112.542
296,191,102,3,0.645,33000,111.486,102,191,3,0.345,-33000,-111.486
297,192,102,3,0.646,33200,111.785,102,192,3,0.343,-33200,-111.785
298,192,103,3,0.644,33000,110.738,103,192,3,0.346,-33000,-110.738
299,193,103,3,0.645,33100,110.702,103,193,3,0.344,-33100,-110.702
300,193,104,3,0.643,32900,109.667,104,193,3,0.347,-32900,-109.667
301,194,104,3,0.645,33500,111.296,104,194,3,0.346,-33500,-111.296
302,194,105,3,0.642,32900,108.94,105,194,3,0.348,-32900,-108.94
303,194,106,3,0.64,32700,107.921,106,194,3,0.35,-32700,-107.921
304,194,107,3,0.638,32500,106.908,107,194,3,0.352,-32500,-106.908
305,195,107,3,0.639,32900,107.869,107,195,3,0.351,-32900,-107.869
306,196,107,3,0.641,33300,108.824,107,196,3,0.35,-33300,-108.824
307,196,108,3,0.638,33100,107.818,108,196,3,0.352,-33100,-107.818
308,197,108,3,0.64,33300,108.117,108,197,3,0.351,-33300,-108.117
309,198,108,3,0.641,33700,109.061,108,198,3,0.35,-33700,-109.061
310,199,108,3,0.642,34000,109.677,108,199,3,0.348,-34000,-109.677
311,200,108,3,0.643,34200,109.968,108,200,3,0.347,-34200,-109.968
312,200,109,3,0.641,33800,108.333,109,200,3,0.349,-33800,-108.333
313,200,109,4,0.639,33800,107.987,109,200,4,0.348,-33800,-107.987
314,200,110,4,0.637,33600,107.006,110,200,4,0.35,-33600,-107.006
315,201,110,4,0.638,34000,107.937,110,201,4,0.349,-34000,-107.937
316,202,110,4,0.639,34200,108.228,110,202,4,0.348,-34200,-108.228
317,202,111,4,0.637,33800,106.625,111,202,4,0.35,-33800,-106.625
318,203,111,4,0.638,34400,108.176,111,203,4,0.349,-34400,-108.176
319,204,111,4,0.639,34800,109.091,111,204,4,0.348,-34800,-109.091
320,204,112,4,0.637,34400,107.5,112,204,4,0.35,-34400,-107.5
321,205,112,4,0.639,34800,108.411,112,205,4,0.349,-34800,-108.411
322,205,113,4,0.637,34600,107.453,113,205,4,0.351,-34600,-107.453
323,206,113,4,0.638,35000,108.359,113,206,4,0.35,-35000,-108.359
324,206,114,4,0.636,34800,107.407,114,206,4,0.352,-34800,-107.407
325,207,114,4,0.637,35400,108.923,114,207,4,0.351,-35400,-108.923
326,207,115,4,0.635,35200,107.975,115,207,4,0.353,-35200,-107.975
327,207,116,4,0.633,34600,105.81,116,207,4,0.355,-34600,-105.81
328,207,116,5,0.631,34600,105.488,116,207,5,0.354,-34600,-105.488
329,207,117,5,0.629,34200,103.951,117,207,5,0.356,-34200,-103.951
330,207,118,5,0.627,33600,101.818,118,207,5,0.358,-33600,-101.818
331,208,118,5,0.628,33800,102.115,118,208,5,0.356,-33800,-102.115
332,209,118,5,0.63,34400,103.614,118,209,5,0.355,-34400,-103.614
333,209,119,5,0.628,34200,102.703,119,209,5,0.357,-34200,-102.703
334,210,119,5,0.629,34400,102.994,119,210,5,0.356,-34400,-102.994
335,211,119,5,0.63,34800,103.881,119,211,5,0.355,-34800,-103.881
336,212,119,5,0.631,35400,105.357,119,212,5,0.354,-35400,-105.357
337,212,120,5,0.629,35000,103.858,120,212,5,0.356,-35000,-103.858
338,212,121,5,0.627,34800,102.959,121,212,5,0.358,-34800,-102.959
339,212,122,5,0.625,34400,101.475,122,212,5,0.36,-34400,-101.475
340,212,123,5,0.624,34000,100,123,212,5,0.362,-34000,-100
341,212,124,5,0.622,33900,99.413,124,212,5,0.364,-33900,-99.413
342,212,125,5,0.62,33500,97.953,125,212,5,0.365,-33500,-97.953
343,213,125,5,0.621,33800,98.542,125,213,5,0.364,-33800,-98.542
344,213,126,5,0.619,33400,97.093,126,213,5,0.366,-33400,-97.093
345,214,126,5,0.62,33700,97.681,126,214,5,0.365,-33700,-97.681
346,215,126,5,0.621,34100,98.555,126,215,5,0.364,-34100,-98.555
347,216,126,5,0.622,34500,99.424,126,216,5,0.363,-34500,-99.424
348,217,126,5,0.624,34900,100.287,126,217,5,0.362,-34900,-100.287
349,217,127,5,0.622,34700,99.427,127,217,5,0.364,-34700,-99.427
350,217,128,5,0.62,34300,98,128,217,5,0.366,-34300,-98
351,217,128,6,0.618,34300,97.721,128,217,6,0.365,-34300,-97.721
352,218,128,6,0.619,34500,98.011,128,218,6,0.364,-34500,-98.011
353,218,129,6,0.618,34100,96.601,129,218,6,0.365,-34100,-96.601
354,218,130,6,0.616,33900,95.763,130,218,6,0.367,-33900,-95.763
355,218,130,7,0.614,33900,95.493,130,218,7,0.366,-33900,-95.493
356,218,131,7,0.612,33700,94.663,131,218,7,0.368,-33700,-94.663
357,218,132,7,0.611,33100,92.717,132,218,7,0.37,-33100,-92.717
358,218,132,8,0.609,33100,92.458,132,218,8,0.369,-33100,-92.458
359,219,132,8,0.61,33500,93.315,132,219,8,0.368,-33500,-93.315
360,219,133,8,0.608,33300,92.5,133,219,8,0.369,-33300,-92.5
361,219,134,8,0.607,33100,91.69,134,219,8,0.371,-33100,-91.69
362,220,134,8,0.608,33300,91.989,134,220,8,0.37,-33300,-91.989
363,220,135,8,0.606,32700,90.083,135,220,8,0.372,-32700,-90.083
364,220,136,8,0.604,32600,89.56,136,220,8,0.374,-32600,-89.56
365,220,137,8,0.603,32200,88.219,137,220,8,0.375,-32200,-88.219
366,220,138,8,0.601,31600,86.339,138,220,8,0.377,-31600,-86.339
367,221,138,8,0.602,31800,86.649,138,221,8,0.376,-31800,-86.649
